file,name,bytes,mb,mb_lbl
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_pymc3_10-50-2__1.netcdf,hierarchical_pymc3_10-50-2__1,19442998,19.442998,19 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_pymc3_10-50-2__10.netcdf,hierarchical_pymc3_10-50-2__10,18834896,18.834896,18 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_pymc3_10-50-2__2.netcdf,hierarchical_pymc3_10-50-2__2,19440997,19.440997,19 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_pymc3_10-50-2__3.netcdf,hierarchical_pymc3_10-50-2__3,19136720,19.13672,19 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_pymc3_10-50-2__4.netcdf,hierarchical_pymc3_10-50-2__4,19040962,19.040962,19 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_pymc3_10-50-2__5.netcdf,hierarchical_pymc3_10-50-2__5,19245225,19.245225,19 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_pymc3_10-50-2__6.netcdf,hierarchical_pymc3_10-50-2__6,19081646,19.081646,19 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_pymc3_10-50-2__7.netcdf,hierarchical_pymc3_10-50-2__7,18304501,18.304501,18 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_pymc3_10-50-2__8.netcdf,hierarchical_pymc3_10-50-2__8,19457200,19.4572,19 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_pymc3_10-50-2__9.netcdf,hierarchical_pymc3_10-50-2__9,18830495,18.830495,18 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2.pkl,hierarchical_stan_10-10-2,1655862,1.655862,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2__1.netcdf,hierarchical_stan_10-10-2__1,1321892,1.321892,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2__10.netcdf,hierarchical_stan_10-10-2__10,1419359,1.419359,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2__2.netcdf,hierarchical_stan_10-10-2__2,1402794,1.402794,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2__3.netcdf,hierarchical_stan_10-10-2__3,1408162,1.408162,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2__4.netcdf,hierarchical_stan_10-10-2__4,1418391,1.418391,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2__5.netcdf,hierarchical_stan_10-10-2__5,1412610,1.41261,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2__6.netcdf,hierarchical_stan_10-10-2__6,1408741,1.408741,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2__7.netcdf,hierarchical_stan_10-10-2__7,1429236,1.429236,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2__8.netcdf,hierarchical_stan_10-10-2__8,1415619,1.415619,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-2__9.netcdf,hierarchical_stan_10-10-2__9,1380902,1.380902,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5.pkl,hierarchical_stan_10-10-5,3767967,3.767967,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5__1.netcdf,hierarchical_stan_10-10-5__1,3170927,3.170927,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5__10.netcdf,hierarchical_stan_10-10-5__10,3285426,3.285426,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5__2.netcdf,hierarchical_stan_10-10-5__2,3248341,3.248341,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5__3.netcdf,hierarchical_stan_10-10-5__3,3243396,3.243396,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5__4.netcdf,hierarchical_stan_10-10-5__4,3289645,3.289645,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5__5.netcdf,hierarchical_stan_10-10-5__5,3253934,3.253934,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5__6.netcdf,hierarchical_stan_10-10-5__6,3280688,3.280688,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5__7.netcdf,hierarchical_stan_10-10-5__7,3270581,3.270581,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5__8.netcdf,hierarchical_stan_10-10-5__8,3291954,3.291954,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10-5__9.netcdf,hierarchical_stan_10-10-5__9,3248822,3.248822,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5.pkl,hierarchical_stan_10-100-5,32569413,32.569413,32 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5__1.netcdf,hierarchical_stan_10-100-5__1,30498974,30.498974,30 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5__10.netcdf,hierarchical_stan_10-100-5__10,30711791,30.711791,30 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5__2.netcdf,hierarchical_stan_10-100-5__2,30446620,30.44662,30 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5__3.netcdf,hierarchical_stan_10-100-5__3,30227545,30.227545,30 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5__4.netcdf,hierarchical_stan_10-100-5__4,27742097,27.742097,27 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5__5.netcdf,hierarchical_stan_10-100-5__5,30824959,30.824959,30 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5__6.netcdf,hierarchical_stan_10-100-5__6,30669426,30.669426,30 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5__7.netcdf,hierarchical_stan_10-100-5__7,30696214,30.696214,30 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5__8.netcdf,hierarchical_stan_10-100-5__8,30127137,30.127137,30 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-100-5__9.netcdf,hierarchical_stan_10-100-5__9,30865316,30.865316,30 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5.pkl,hierarchical_stan_10-1000-5,320583819,320.583819,320 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5__1.netcdf,hierarchical_stan_10-1000-5__1,296809688,296.809688,296 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5__10.netcdf,hierarchical_stan_10-1000-5__10,299007797,299.007797,299 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5__2.netcdf,hierarchical_stan_10-1000-5__2,299236231,299.236231,299 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5__3.netcdf,hierarchical_stan_10-1000-5__3,297951877,297.951877,297 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5__4.netcdf,hierarchical_stan_10-1000-5__4,297296427,297.296427,297 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5__5.netcdf,hierarchical_stan_10-1000-5__5,299041679,299.041679,299 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5__6.netcdf,hierarchical_stan_10-1000-5__6,298193576,298.193576,298 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5__7.netcdf,hierarchical_stan_10-1000-5__7,299269487,299.269487,299 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5__8.netcdf,hierarchical_stan_10-1000-5__8,298898688,298.898688,298 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-1000-5__9.netcdf,hierarchical_stan_10-1000-5__9,299139217,299.139217,299 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10000-5__1.netcdf,hierarchical_stan_10-10000-5__1,2814968834,2814.968834,2814 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10000-5__10.netcdf,hierarchical_stan_10-10000-5__10,2809988071,2809.988071,2809 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10000-5__2.netcdf,hierarchical_stan_10-10000-5__2,2783209823,2783.209823,2783 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10000-5__3.netcdf,hierarchical_stan_10-10000-5__3,2817793009,2817.793009,2817 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10000-5__4.netcdf,hierarchical_stan_10-10000-5__4,2814360486,2814.360486,2814 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10000-5__5.netcdf,hierarchical_stan_10-10000-5__5,2808040470,2808.04047,2808 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10000-5__6.netcdf,hierarchical_stan_10-10000-5__6,2811424520,2811.42452,2811 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10000-5__7.netcdf,hierarchical_stan_10-10000-5__7,2824214188,2824.214188,2824 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10000-5__8.netcdf,hierarchical_stan_10-10000-5__8,2802714101,2802.714101,2802 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-10000-5__9.netcdf,hierarchical_stan_10-10000-5__9,2790473087,2790.473087,2790 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2.pkl,hierarchical_stan_10-5-2,1015782,1.015782,1 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2__1.netcdf,hierarchical_stan_10-5-2__1,868551,0.868551,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2__10.netcdf,hierarchical_stan_10-5-2__10,872641,0.872641,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2__2.netcdf,hierarchical_stan_10-5-2__2,867981,0.867981,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2__3.netcdf,hierarchical_stan_10-5-2__3,869500,0.8695,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2__4.netcdf,hierarchical_stan_10-5-2__4,861971,0.861971,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2__5.netcdf,hierarchical_stan_10-5-2__5,867904,0.867904,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2__6.netcdf,hierarchical_stan_10-5-2__6,849850,0.84985,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2__7.netcdf,hierarchical_stan_10-5-2__7,848248,0.848248,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2__8.netcdf,hierarchical_stan_10-5-2__8,862460,0.86246,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-5-2__9.netcdf,hierarchical_stan_10-5-2__9,853353,0.853353,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2.pkl,hierarchical_stan_10-50-2,6776508,6.776508,6 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2__1.netcdf,hierarchical_stan_10-50-2__1,5779693,5.779693,5 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2__10.netcdf,hierarchical_stan_10-50-2__10,5856587,5.856587,5 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2__2.netcdf,hierarchical_stan_10-50-2__2,5825289,5.825289,5 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2__3.netcdf,hierarchical_stan_10-50-2__3,5814444,5.814444,5 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2__4.netcdf,hierarchical_stan_10-50-2__4,5952331,5.952331,5 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2__5.netcdf,hierarchical_stan_10-50-2__5,5689759,5.689759,5 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2__6.netcdf,hierarchical_stan_10-50-2__6,5838106,5.838106,5 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2__7.netcdf,hierarchical_stan_10-50-2__7,5923388,5.923388,5 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2__8.netcdf,hierarchical_stan_10-50-2__8,5922985,5.922985,5 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/hierarchical_stan_10-50-2__9.netcdf,hierarchical_stan_10-50-2__9,5824076,5.824076,5 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100.pkl,simple_pymc3_100,3714395,3.714395,3 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000.pkl,simple_pymc3_1000,32536010,32.53601,32 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000.pkl,simple_pymc3_10000,320752028,320.752028,320 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000.pkl,simple_pymc3_100000,3202912040,3202.91204,3202 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000.pkl,simple_pymc3_1000000,32024512044,32024.512044,32024 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000__1.netcdf,simple_pymc3_1000000__1,27061028702,27061.028702,27061 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000__10.netcdf,simple_pymc3_1000000__10,27058794635,27058.794635,27058 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000__2.netcdf,simple_pymc3_1000000__2,27058692461,27058.692461,27058 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000__3.netcdf,simple_pymc3_1000000__3,27064617366,27064.617366,27064 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000__4.netcdf,simple_pymc3_1000000__4,27060388592,27060.388592,27060 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000__5.netcdf,simple_pymc3_1000000__5,27058587558,27058.587558,27058 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000__6.netcdf,simple_pymc3_1000000__6,27060074422,27060.074422,27060 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000__7.netcdf,simple_pymc3_1000000__7,27059343836,27059.343836,27059 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000__8.netcdf,simple_pymc3_1000000__8,27061537597,27061.537597,27061 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000000__9.netcdf,simple_pymc3_1000000__9,27058529868,27058.529868,27058 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000__1.netcdf,simple_pymc3_100000__1,2448681630,2448.68163,2448 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000__10.netcdf,simple_pymc3_100000__10,2384074175,2384.074175,2384 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000__2.netcdf,simple_pymc3_100000__2,2406306766,2406.306766,2406 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000__3.netcdf,simple_pymc3_100000__3,2417250015,2417.250015,2417 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000__4.netcdf,simple_pymc3_100000__4,2405991270,2405.99127,2405 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000__5.netcdf,simple_pymc3_100000__5,2468074073,2468.074073,2468 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000__6.netcdf,simple_pymc3_100000__6,2411762193,2411.762193,2411 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000__7.netcdf,simple_pymc3_100000__7,2428235016,2428.235016,2428 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000__8.netcdf,simple_pymc3_100000__8,2405719327,2405.719327,2405 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100000__9.netcdf,simple_pymc3_100000__9,2377783668,2377.783668,2377 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000__1.netcdf,simple_pymc3_10000__1,239633830,239.63383,239 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000__10.netcdf,simple_pymc3_10000__10,235858011,235.858011,235 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000__2.netcdf,simple_pymc3_10000__2,241956281,241.956281,241 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000__3.netcdf,simple_pymc3_10000__3,238386971,238.386971,238 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000__4.netcdf,simple_pymc3_10000__4,240420808,240.420808,240 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000__5.netcdf,simple_pymc3_10000__5,240751241,240.751241,240 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000__6.netcdf,simple_pymc3_10000__6,240011309,240.011309,240 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000__7.netcdf,simple_pymc3_10000__7,239881293,239.881293,239 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000__8.netcdf,simple_pymc3_10000__8,237756388,237.756388,237 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_10000__9.netcdf,simple_pymc3_10000__9,235109113,235.109113,235 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000__1.netcdf,simple_pymc3_1000__1,24554489,24.554489,24 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000__10.netcdf,simple_pymc3_1000__10,24385234,24.385234,24 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000__2.netcdf,simple_pymc3_1000__2,24510538,24.510538,24 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000__3.netcdf,simple_pymc3_1000__3,24594410,24.59441,24 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000__4.netcdf,simple_pymc3_1000__4,24469228,24.469228,24 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000__5.netcdf,simple_pymc3_1000__5,25021629,25.021629,25 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000__6.netcdf,simple_pymc3_1000__6,24423425,24.423425,24 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000__7.netcdf,simple_pymc3_1000__7,24529136,24.529136,24 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000__8.netcdf,simple_pymc3_1000__8,24659232,24.659232,24 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_1000__9.netcdf,simple_pymc3_1000__9,24651582,24.651582,24 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100__1.netcdf,simple_pymc3_100__1,2786291,2.786291,2 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100__10.netcdf,simple_pymc3_100__10,2803848,2.803848,2 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100__2.netcdf,simple_pymc3_100__2,2800593,2.800593,2 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100__3.netcdf,simple_pymc3_100__3,2844034,2.844034,2 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100__4.netcdf,simple_pymc3_100__4,2840377,2.840377,2 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100__5.netcdf,simple_pymc3_100__5,2797783,2.797783,2 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100__6.netcdf,simple_pymc3_100__6,2839393,2.839393,2 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100__7.netcdf,simple_pymc3_100__7,2813998,2.813998,2 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100__8.netcdf,simple_pymc3_100__8,2787242,2.787242,2 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_pymc3_100__9.netcdf,simple_pymc3_100__9,2814594,2.814594,2 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100.pkl,simple_stan_100,310485,0.310485,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000.pkl,simple_stan_1000,310485,0.310485,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000.pkl,simple_stan_10000,310485,0.310485,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000.pkl,simple_stan_100000,310485,0.310485,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000.pkl,simple_stan_1000000,310485,0.310485,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000__1.netcdf,simple_stan_1000000__1,189073,0.189073,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000__10.netcdf,simple_stan_1000000__10,190029,0.190029,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000__2.netcdf,simple_stan_1000000__2,189677,0.189677,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000__3.netcdf,simple_stan_1000000__3,190566,0.190566,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000__4.netcdf,simple_stan_1000000__4,189890,0.18989,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000__5.netcdf,simple_stan_1000000__5,190158,0.190158,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000__6.netcdf,simple_stan_1000000__6,189775,0.189775,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000__7.netcdf,simple_stan_1000000__7,190136,0.190136,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000__8.netcdf,simple_stan_1000000__8,189865,0.189865,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000000__9.netcdf,simple_stan_1000000__9,190089,0.190089,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000__1.netcdf,simple_stan_100000__1,195563,0.195563,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000__10.netcdf,simple_stan_100000__10,195494,0.195494,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000__2.netcdf,simple_stan_100000__2,195799,0.195799,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000__3.netcdf,simple_stan_100000__3,195697,0.195697,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000__4.netcdf,simple_stan_100000__4,195871,0.195871,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000__5.netcdf,simple_stan_100000__5,195581,0.195581,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000__6.netcdf,simple_stan_100000__6,196267,0.196267,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000__7.netcdf,simple_stan_100000__7,196061,0.196061,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000__8.netcdf,simple_stan_100000__8,195490,0.19549,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_100000__9.netcdf,simple_stan_100000__9,196212,0.196212,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000__1.netcdf,simple_stan_10000__1,200291,0.200291,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000__10.netcdf,simple_stan_10000__10,200310,0.20031,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000__2.netcdf,simple_stan_10000__2,199606,0.199606,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000__3.netcdf,simple_stan_10000__3,200141,0.200141,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000__4.netcdf,simple_stan_10000__4,200287,0.200287,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000__5.netcdf,simple_stan_10000__5,199841,0.199841,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000__6.netcdf,simple_stan_10000__6,199494,0.199494,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000__7.netcdf,simple_stan_10000__7,200699,0.200699,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000__8.netcdf,simple_stan_10000__8,200328,0.200328,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_10000__9.netcdf,simple_stan_10000__9,200413,0.200413,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000__1.netcdf,simple_stan_1000__1,206216,0.206216,0 MB
/n/scratch3/users/j/jc604/pymc3-stan-comparison_files/simple_stan_1000__10.netcdf,simple_stan_1000__10,204165,0.204165,0 MB
